semanticResourceURN;bcpg:lvType;bcpg:lvCode;bcpg:lvValue;bcpg:lvValue_en;bcpg:lvValue_fr;bcpg:lvValue_de;bcpg:lvValue_nl;bcpg:lvValue_es;bcpg:lvValue_en_US;bcpg:lvValue_it;bcpg:lvValue_pt;bcpg:lvValue_sv;bcpg:lvValue_fi;changeLog;Status;Version;;;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageDistilledFromCode:RYE;AlcoholBeverageDistilledFromCode;RYE;Rye;Rye;Seigle;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageDistilledFromCode:SPELT;AlcoholBeverageDistilledFromCode;SPELT;Spelt;Spelt;Épeautre;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageDistilledFromCode:SUGARCANE;AlcoholBeverageDistilledFromCode;SUGARCANE;Sugarcane;Sugarcane;Canne à sucre;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageDistilledFromCode:SUGARCANE_JUICE;AlcoholBeverageDistilledFromCode;SUGARCANE_JUICE;Sugarcane Juice;Sugarcane Juice;Jus de canne à sucre;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageDistilledFromCode:SWEET_POTATO;AlcoholBeverageDistilledFromCode;SWEET_POTATO;Sweet Potato;Sweet Potato;Patate douce;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageDistilledFromCode:UNCLASSIFIED;AlcoholBeverageDistilledFromCode;UNCLASSIFIED;Unclassified;Unclassified;Non classé;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageDistilledFromCode:UNIDENTIFIED;AlcoholBeverageDistilledFromCode;UNIDENTIFIED;Unidentified;Unidentified;Non identifié;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageDistilledFromCode:WHEAT;AlcoholBeverageDistilledFromCode;WHEAT;Wheat;Wheat;Blé;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageFilteringMethodTypeCode;AlcoholBeverageFilteringMethodTypeCode;;;;;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageFilteringMethodTypeCode:CHARCOAL;AlcoholBeverageFilteringMethodTypeCode;CHARCOAL;Charcoal;Charcoal;Charbon de bois;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageFilteringMethodTypeCode:CHILLED;AlcoholBeverageFilteringMethodTypeCode;CHILLED;Chilled;Chilled;Glacé;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageFilteringMethodTypeCode:NON_CHILLED;AlcoholBeverageFilteringMethodTypeCode;NON_CHILLED;Non-Chilled;Non-Chilled;Non réfrigéré;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageFilteringMethodTypeCode:OTHER;AlcoholBeverageFilteringMethodTypeCode;OTHER;Other;Other;Autre;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageFilteringMethodTypeCode:UNFILTERED;AlcoholBeverageFilteringMethodTypeCode;UNFILTERED;Unfiltered;Unfiltered;Non filtré;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageProductionMethodTypeCode;AlcoholBeverageProductionMethodTypeCode;;;;;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageProductionMethodTypeCode:ARTIFICIAL_CARBONATION;AlcoholBeverageProductionMethodTypeCode;ARTIFICIAL_CARBONATION;Artificial Carbonation;Artificial Carbonation;Carbonatation artificielle;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageProductionMethodTypeCode:CHAMPENOISE;AlcoholBeverageProductionMethodTypeCode;CHAMPENOISE;Champenoise;Champenoise;Champenoise;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageProductionMethodTypeCode:CHARMAT_PROCESS_CUVE_CLOSE;AlcoholBeverageProductionMethodTypeCode;CHARMAT_PROCESS_CUVE_CLOSE;Charmat Process/Cuve Close;Charmat Process/Cuve Close;Procédé Charmat/Cuve Close;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageProductionMethodTypeCode:METHODE_TRADITIONNELLE;AlcoholBeverageProductionMethodTypeCode;METHODE_TRADITIONNELLE;Methode Traditionnelle;Methode Traditionnelle;Méthode Traditionnelle;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageProductionMethodTypeCode:METHODE_TRADITIONNELLE_CRÉMANT;AlcoholBeverageProductionMethodTypeCode;METHODE_TRADITIONNELLE_CRÉMANT;Methode Traditionnelle/Crémant;Methode Traditionnelle/Crémant;Méthode Traditionnelle/Crémant;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageProductionMethodTypeCode:RURAL_GAILLACOIS;AlcoholBeverageProductionMethodTypeCode;RURAL_GAILLACOIS;Rural/Gaillacois;Rural/Gaillacois;Rural/Gaillacois;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageProductionMethodTypeCode:TRANSFER;AlcoholBeverageProductionMethodTypeCode;TRANSFER;Transfer;Transfer;Transfert;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageProductionMethodTypeCode:UNCLASSIFIED;AlcoholBeverageProductionMethodTypeCode;UNCLASSIFIED;Unclassified;Unclassified;Non classé;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageProductionMethodTypeCode:UNIDENTIFIED;AlcoholBeverageProductionMethodTypeCode;UNIDENTIFIED;Unidentified;Unidentified;Non identifié;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageTypeCode;AlcoholBeverageTypeCode;;;;;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:ALCOHOLIC_PRE_MIXED_DRINK_LIQUEUR_BASED;AlcoholBeverageTypeCode;ALCOHOLIC_PRE_MIXED_DRINK_LIQUEUR_BASED;Alcoholic Pre-mixed Drink-Liqueur Based;Alcoholic Pre-mixed Drink-Liqueur Based;Boisson alcoolisée pré-mélangée à base de liqueur;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:ALCOHOLIC_PRE_MIXED_DRINK_MALT_BASED;AlcoholBeverageTypeCode;ALCOHOLIC_PRE_MIXED_DRINK_MALT_BASED;Alcoholic Pre-mixed Drink-Malt Based;Alcoholic Pre-mixed Drink-Malt Based;Boisson alcoolisée pré-mélangée à base de malt;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:ALCOHOLIC_PRE_MIXED_DRINK_SPIRIT_BASED;AlcoholBeverageTypeCode;ALCOHOLIC_PRE_MIXED_DRINK_SPIRIT_BASED;Alcoholic Pre-mixed Drink-Spirit Based;Alcoholic Pre-mixed Drink-Spirit Based;Boisson alcoolisée pré-mélangée à base de spiritueux;;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:ALCOHOLIC_PRE_MIXED_DRINK_WINE_BASED;AlcoholBeverageTypeCode;ALCOHOLIC_PRE_MIXED_DRINK_WINE_BASED;Alcoholic Pre-mixed Drink-Wine Based;Alcoholic Pre-mixed Drink-Wine Based;Boisson alcoolisée pré-mélangée à base de vin;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:ALCOHOLIC_PRE_MIXED_DRINKS_OTHER;AlcoholBeverageTypeCode;ALCOHOLIC_PRE_MIXED_DRINKS_OTHER;Alcoholic Pre-Mixed Drinks-Other;Alcoholic Pre-Mixed Drinks-Other;Boissons alcoolisées prémélangées - Autres;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:ALCOHOLIC_SYRUP_OR_BITTERS_BEAN_KERNEL_BASED;AlcoholBeverageTypeCode;ALCOHOLIC_SYRUP_OR_BITTERS_BEAN_KERNEL_BASED;Alcoholic Syrup or Bitters-Bean/Kernel Based;Alcoholic Syrup or Bitters-Bean/Kernel Based;Sirop alcoolisé ou bitter à base de fèves/graines;;;;;;;;;GDSN;;NEW;CURRENT;1;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:ALCOHOLIC_SYRUP_OR_BITTERS_HERB_BASED;AlcoholBeverageTypeCode;ALCOHOLIC_SYRUP_OR_BITTERS_HERB_BASED;Alcoholic Syrup or Bitters-Herb Based;Alcoholic Syrup or Bitters-Herb Based;Sirop alcoolisé ou bitter à base d'herbes;;;;;;;;;GDSN;;NEW;CURRENT;1;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:BEER_ABBEY_TRAPPIST;AlcoholBeverageTypeCode;BEER_ABBEY_TRAPPIST;Beer-Abbey/Trappist;Beer-Abbey/Trappist;Abbaye de Beer/Trappiste;;;;;;;;;CODEVALUE;GDSN;;NEW;CURRENT;1;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:BEER_ALE_BITTER;AlcoholBeverageTypeCode;BEER_ALE_BITTER;Beer-Ale/Bitter;Beer-Ale/Bitter;Bière-Ale/Bitter;;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:BEER_BOCK;AlcoholBeverageTypeCode;BEER_BOCK;Bock beer;Bock beer;Bière Bock;;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:BEER_INDIA_PALE_ALE;AlcoholBeverageTypeCode;BEER_INDIA_PALE_ALE;Beer-India Pale Ale;Beer-India Pale Ale;Bière - India Pale Ale;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:BEER_LAGER;AlcoholBeverageTypeCode;BEER_LAGER;Beer-Lager;Beer-Lager;Bière blonde;;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:BEER_OTHER;AlcoholBeverageTypeCode;BEER_OTHER;Beer-Other;Beer-Other;Bière - Autre;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:BEER_SOUR;AlcoholBeverageTypeCode;BEER_SOUR;Beer-Sour;Beer-Sour;Bière aigre;;;;;;;;;GDSN;;NEW;CURRENT;1;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:BEER_STOUT_PORTER;AlcoholBeverageTypeCode;BEER_STOUT_PORTER;Beer-Stout/Porter;Beer-Stout/Porter;Bière-Stout/Porter;;;;;;;;; firm mocha coloured foam head.;CODEVALUE;GDSN;;NEW;CURRENT;1;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:BEER_WHEAT_BEER;AlcoholBeverageTypeCode;BEER_WHEAT_BEER;Beer-Wheat Beer;Beer-Wheat Beer;Bière-Bière de blé;;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:FLAVOURED_BEER;AlcoholBeverageTypeCode;FLAVOURED_BEER;Flavoured beer;Flavoured beer;Bière aromatisée;;;;;;;;; after the fermentation.;CODEVALUE;GDSN;;NEW;CURRENT;1;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:FORTIFIED_WINE_ICE_WINE;AlcoholBeverageTypeCode;FORTIFIED_WINE_ICE_WINE;Fortified Wine-Ice Wine;Fortified Wine-Ice Wine;Vin fortifié - Vin de glace;;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:FORTIFIED_WINE_MADEIRA;AlcoholBeverageTypeCode;FORTIFIED_WINE_MADEIRA;Fortified Wine-Madeira;Fortified Wine-Madeira;Vin fortifié de Madère;;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:FORTIFIED_WINE_MALAGA;AlcoholBeverageTypeCode;FORTIFIED_WINE_MALAGA;Fortified Wine-Malaga;Fortified Wine-Malaga;Vin fortifié de Malaga;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:FORTIFIED_WINE_MARSALA;AlcoholBeverageTypeCode;FORTIFIED_WINE_MARSALA;Fortified Wine-Marsala;Fortified Wine-Marsala;Vin fortifié - Marsala;;;;;;;;;GDSN;;NEW;CURRENT;1;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:FORTIFIED_WINE_MOSCATEL;AlcoholBeverageTypeCode;FORTIFIED_WINE_MOSCATEL;Fortified Wine-Moscatel;Fortified Wine-Moscatel;Vin fortifié - Moscatel;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:FORTIFIED_WINE_MUSCAT_DE_BEAUMES_DE_VENISE;AlcoholBeverageTypeCode;FORTIFIED_WINE_MUSCAT_DE_BEAUMES_DE_VENISE;Fortified Wine-Muscat de Beaumes de Venise;Fortified Wine-Muscat de Beaumes de Venise;Vin Fortifié-Muscat de Beaumes de Venise;;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:FORTIFIED_WINE_MUSCAT_DE_FRONTIGNAN;AlcoholBeverageTypeCode;FORTIFIED_WINE_MUSCAT_DE_FRONTIGNAN;Fortified Wine-Muscat de Frontignan;Fortified Wine-Muscat de Frontignan;Vin Fortifié-Muscat de Frontignan;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:FORTIFIED_WINE_MUSCAT_DE_LUNEL;AlcoholBeverageTypeCode;FORTIFIED_WINE_MUSCAT_DE_LUNEL;Fortified Wine-Muscat de Lunel;Fortified Wine-Muscat de Lunel;Vin Fortifié-Muscat de Lunel;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:FORTIFIED_WINE_MUSCAT_DE_MIREVAL;AlcoholBeverageTypeCode;FORTIFIED_WINE_MUSCAT_DE_MIREVAL;Fortified Wine-Muscat de Mireval;Fortified Wine-Muscat de Mireval;Vin fortifié - Muscat de Mireval;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:FORTIFIED_WINE_MUSCAT_DE_RIVESALTES;AlcoholBeverageTypeCode;FORTIFIED_WINE_MUSCAT_DE_RIVESALTES;Fortified Wine-Muscat de Rivesaltes;Fortified Wine-Muscat de Rivesaltes;Vin Fortifié-Muscat de Rivesaltes;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:FORTIFIED_WINE_MUSCAT_DE_ST_JEAN_DE_MINERVOIS;AlcoholBeverageTypeCode;FORTIFIED_WINE_MUSCAT_DE_ST_JEAN_DE_MINERVOIS;Fortified Wine-Muscat de St Jean de Minervois;Fortified Wine-Muscat de St Jean de Minervois;Vin Fortifié-Muscat de St Jean de Minervois;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:FORTIFIED_WINE_OTHER;AlcoholBeverageTypeCode;FORTIFIED_WINE_OTHER;Fortified wine other;Fortified wine other;Vin fortifié autre;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:FORTIFIED_WINE_PORT;AlcoholBeverageTypeCode;FORTIFIED_WINE_PORT;Fortified Wine-Port;Fortified Wine-Port;Vin de Porto fortifié;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:FORTIFIED_WINE_SHERRY;AlcoholBeverageTypeCode;FORTIFIED_WINE_SHERRY;Fortified Wine-Sherry;Fortified Wine-Sherry;Vin fortifié-Sherry;;;;;;;;; such as Amontillado and Oloroso.;CODEVALUE;GDSN;;NEW;CURRENT;1;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:FORTIFIED_WINE_VERMOUTH;AlcoholBeverageTypeCode;FORTIFIED_WINE_VERMOUTH;Fortified Wine-Vermouth;Fortified Wine-Vermouth;Vin fortifié-Vermouth;;;;;;;;; seeds; herbs; and spices) and sometimes coloured.;CODEVALUE;GDSN;;NEW;CURRENT;1;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:FORTIFIED_WINE_VIN_DOUX_NATURELS_VDN;AlcoholBeverageTypeCode;FORTIFIED_WINE_VIN_DOUX_NATURELS_VDN;Fortified Wine-Vin Doux Naturels (VDN);Fortified Wine-Vin Doux Naturels (VDN);Vin Fortifié-Vin Doux Naturels (VDN);;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:LIQUEUR_BEAN_FLAVOURED;AlcoholBeverageTypeCode;LIQUEUR_BEAN_FLAVOURED;Liqueur-Bean Flavoured;Liqueur-Bean Flavoured;Saveur de haricot de liqueur;;;;;;;;;GDSN;;NEW;CURRENT;1;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:LIQUEUR_CHOCOLATE_FLAVOURED;AlcoholBeverageTypeCode;LIQUEUR_CHOCOLATE_FLAVOURED;Liqueur-Chocolate Flavoured;Liqueur-Chocolate Flavoured;Saveur liqueur-chocolat;;;;;;;;;GDSN;;NEW;CURRENT;1;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:LIQUEUR_COFFEE_FLAVOURED;AlcoholBeverageTypeCode;LIQUEUR_COFFEE_FLAVOURED;Liqueur-Coffee Flavoured;Liqueur-Coffee Flavoured;Arôme liqueur-café;;;;;;;;;GDSN;;NEW;CURRENT;1;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:LIQUEUR_COMBINATION;AlcoholBeverageTypeCode;LIQUEUR_COMBINATION;Liqueur-Combination;Liqueur-Combination;Combinaison de liqueurs;;;;;;;;;GDSN;;NEW;CURRENT;1;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:LIQUEUR_DAIRY_FLAVOURED;AlcoholBeverageTypeCode;LIQUEUR_DAIRY_FLAVOURED;Liqueur-Dairy Flavoured;Liqueur-Dairy Flavoured;Liqueur-arôme laitier;;;;;;;;;GDSN;;NEW;CURRENT;1;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:LIQUEUR_EGG_FLAVOURED;AlcoholBeverageTypeCode;LIQUEUR_EGG_FLAVOURED;Liqueur-Egg Flavoured;Liqueur-Egg Flavoured;Liqueur aromatisée aux œufs;;;;;;;;;GDSN;;NEW;CURRENT;1;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:LIQUEUR_FLORAL_FLAVOURED;AlcoholBeverageTypeCode;LIQUEUR_FLORAL_FLAVOURED;Liqueur-Floral Flavoured;Liqueur-Floral Flavoured;Liqueur aromatisée aux fleurs;;;;;;;;;GDSN;;NEW;CURRENT;1;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:LIQUEUR_FRUIT_FLAVOURED;AlcoholBeverageTypeCode;LIQUEUR_FRUIT_FLAVOURED;Liqueur-Fruit Flavoured;Liqueur-Fruit Flavoured;Liqueur aromatisée aux fruits;;;;;;;;;GDSN;;NEW;CURRENT;1;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:LIQUEUR_HERB_FLAVOURED;AlcoholBeverageTypeCode;LIQUEUR_HERB_FLAVOURED;Liqueur-Herb Flavoured;Liqueur-Herb Flavoured;Liqueur aromatisée aux herbes;;;;;;;;;GDSN;;NEW;CURRENT;1;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:LIQUEUR_HERB_SPICE_FLAVOURED;AlcoholBeverageTypeCode;LIQUEUR_HERB_SPICE_FLAVOURED;Liqueur-Herb/Spice Flavoured;Liqueur-Herb/Spice Flavoured;Liqueur aromatisée aux herbes et aux épices;;;;;;;;;GDSN;;NEW;CURRENT;1;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:LIQUEUR_HONEY_FLAVOURED;AlcoholBeverageTypeCode;LIQUEUR_HONEY_FLAVOURED;Liqueur-Honey Flavoured;Liqueur-Honey Flavoured;Liqueur aromatisée au miel;;;;;;;;;GDSN;;NEW;CURRENT;1;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:LIQUEUR_MINT_FLAVOURED;AlcoholBeverageTypeCode;LIQUEUR_MINT_FLAVOURED;Liqueur-Mint Flavoured;Liqueur-Mint Flavoured;Liqueur aromatisée à la menthe;;;;;;;;;GDSN;;NEW;CURRENT;1;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:LIQUEUR_NUT_FLAVOURED;AlcoholBeverageTypeCode;LIQUEUR_NUT_FLAVOURED;Liqueur-Nut Flavoured;Liqueur-Nut Flavoured;Saveur liqueur-noix;;;;;;;;;GDSN;;NEW;CURRENT;1;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:LIQUEUR_OTHER;AlcoholBeverageTypeCode;LIQUEUR_OTHER;Liqueur-Other;Liqueur-Other;Liqueur - Autre;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:LIQUEUR_SEED_SPICE_FLAVOURED;AlcoholBeverageTypeCode;LIQUEUR_SEED_SPICE_FLAVOURED;Liqueur-Seed/Spice Flavoured;Liqueur-Seed/Spice Flavoured;Saveur de graines/épices et de liqueur;;;;;;;;;GDSN;;NEW;CURRENT;1;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:LIQUEUR_SOUR_FLAVOURED;AlcoholBeverageTypeCode;LIQUEUR_SOUR_FLAVOURED;Liqueur-Sour Flavoured;Liqueur-Sour Flavoured;Liqueur aigre-douce;;;;;;;;;GDSN;;NEW;CURRENT;1;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:LIQUEUR_SWEET_FLAVOURED;AlcoholBeverageTypeCode;LIQUEUR_SWEET_FLAVOURED;Liqueur-Sweet Flavoured;Liqueur-Sweet Flavoured;Liqueur sucrée;;;;;;;;;GDSN;;NEW;CURRENT;1;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:LIQUEUR_VEGETABLE_FLAVOURED;AlcoholBeverageTypeCode;LIQUEUR_VEGETABLE_FLAVOURED;Liqueur-Vegetable Flavoured;Liqueur-Vegetable Flavoured;Liqueur aromatisée aux légumes;;;;;;;;;GDSN;;NEW;CURRENT;1;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:NON_GRAPE_FERMENTED_ALCOHOLIC_BEVERAGE_BERRY_BASED;AlcoholBeverageTypeCode;NON_GRAPE_FERMENTED_ALCOHOLIC_BEVERAGE_BERRY_BASED;Non Grape Fermented Alcoholic Beverage-Berry Based;Non Grape Fermented Alcoholic Beverage-Berry Based;Boisson alcoolisée non fermentée à base de raisin et de baies;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:NON_GRAPE_FERMENTED_ALCOHOLIC_BEVERAGE_FRUIT_BASED_NON_BERRY_GRAPE;AlcoholBeverageTypeCode;NON_GRAPE_FERMENTED_ALCOHOLIC_BEVERAGE_FRUIT_BASED_NON_BERRY_GRAPE;Non Grape Fermented Alcoholic Beverage-Fruit Based (Non-Berry/Grape);Non Grape Fermented Alcoholic Beverage-Fruit Based (Non-Berry/Grape);Boisson alcoolisée fermentée sans raisin;;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:NON_GRAPE_FERMENTED_ALCOHOLIC_BEVERAGE_GRAIN_BASED;AlcoholBeverageTypeCode;NON_GRAPE_FERMENTED_ALCOHOLIC_BEVERAGE_GRAIN_BASED;Non Grape Fermented Alcoholic Beverage-Grain Based;Non Grape Fermented Alcoholic Beverage-Grain Based;Boisson alcoolisée non fermentée à base de céréales;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:NON_GRAPE_FERMENTED_ALCOHOLIC_BEVERAGE_HONEY_BASED;AlcoholBeverageTypeCode;NON_GRAPE_FERMENTED_ALCOHOLIC_BEVERAGE_HONEY_BASED;Non Grape Fermented Alcoholic Beverage-Honey Based;Non Grape Fermented Alcoholic Beverage-Honey Based;Boisson alcoolisée non fermentée à base de raisin et de miel;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:NON_GRAPE_FERMENTED_ALCOHOLIC_BEVERAGE_OTHER;AlcoholBeverageTypeCode;NON_GRAPE_FERMENTED_ALCOHOLIC_BEVERAGE_OTHER;Non Grape Fermented Alcoholic Beverage-Other;Non Grape Fermented Alcoholic Beverage-Other;Boisson alcoolisée non fermentée à base de raisin - Autre;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:NON_GRAPE_FERMENTED_ALCOHOLIC_BEVERAGE_VEGETABLE_BASED;AlcoholBeverageTypeCode;NON_GRAPE_FERMENTED_ALCOHOLIC_BEVERAGE_VEGETABLE_BASED;Non Grape Fermented Alcoholic Beverage-Vegetable Based;Non Grape Fermented Alcoholic Beverage-Vegetable Based;Boisson alcoolisée non fermentée à base de raisin et de légumes;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:SPARKLING_WINE_ASTI_SPUMANTE;AlcoholBeverageTypeCode;SPARKLING_WINE_ASTI_SPUMANTE;Sparkling Wine-Asti Spumante;Sparkling Wine-Asti Spumante;Vin mousseux - Asti Spumante;;;;;;;;;GDSN;;NEW;CURRENT;1;;;;;;;;;;;
