COLUMNS;id;cm:name;bcpg:legalName;bcpg:legalName_en;hierarchy1;hierarchy2;bcpg:suppliers;Sodium;Magnésium;Phosphore;Potassium;Calcium;Manganèse;Fer;Cuivre;Zinc;Sélénium;Iode;Protéines;Protéines brutes (N x 6.25);Glucides;Sucres;Energie kJ, étiquetage;Energie kcal, étiquetage;Amidon;Energie kJ;Energie kcal;Polyols totaux;Fibres alimentaires;Eau;Lipides;AG saturés;AG monoinsaturés;AG polyinsaturés;Rétinol;Bêta-carotène;Vitamine D;Activité vitaminique E (en équivalents alpha-tocophérol);Vitamine C totale;Vitamine B1 ou Thiamine;Vitamine B2 ou Riboflavine;Vitamine B3 ou PP ou Niacine;Vitamine B5 ou Acide pantothénique;Vitamine B6 ou Pyridoxine;Vitamine B12 ou Cobalamines;Vitamine B9 ou Folates totaux;Alcool (éthanol);Acides organiques;Cholestérol
VALUES;CIQUAL7425;Pain grillé, tranches, multicéréale, CIQUAL;Pain grillé, tranches, multicéréale;Toast slices multigrain;CIQUAL;Biscottes et pains non levés;Table Ciqual 2012;630;66;194;300;30;0,7;9;0,18;1,5;1,7;4;11;12,1;68,5;6,85;1730;409;61,6;1710;405;0;7,5;2;8;2,21;2,41;2,05;0;0;0;1,5;0;0,2;0,15;1,5;0,1;0,1;0;57;0;0;0
VALUES;CIQUAL7180;Pain pita, CIQUAL;Pain pita;Pita;CIQUAL;Biscottes et pains non levés;Table Ciqual 2012;530;18,1;84;134;52,7;< 1;1;0;< 1;< 5;< 10;7,6;8,33;53,4;0;1110;261;40,6;1090;258;0;1,2;34,9;1,25;0;0;0;0;< 50;0;< 0,074;0;0,11;0,08;2,6;0,49;0,05;0;21;0;0;0
VALUES;CIQUAL7410;Tartine craquante, extrudée et grillée, CIQUAL;Tartine craquante, extrudée et grillée;Crisp bread, toasted and extruded;CIQUAL;Biscottes et pains non levés;Table Ciqual 2012;599;29,8;131;254;42,3;1;1;0;< 1;< 5;< 10;9,6;10,5;74,2;8,47;1620;382;64,2;1600;378;0;3,85;6,4;3,9;819;1,57;1,36;0;< 50;0;0,26;0;0,71;0,09;3,3;0,71;693;0;72,5;0;0;0
VALUES;CIQUAL38405;Biscuit apéritif à base de pomme de terre, type tuile salée, CIQUAL;Biscuit apéritif à base de pomme de terre, type tuile salée;Biscuit aperitif potato, salt tile types;CIQUAL;Biscuits salés apéritifs;Table Ciqual 2012;388;0;0;0;0;0;0;0;0;0;0;4,42;4,42;49,3;0;2140;513;49,3;2140;513;0;11,5;1,85;30,6;15,1;11,3;2,84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37,7
VALUES;CIQUAL38400;Biscuit apéritif soufflé, à base de maïs, sans cacahuète, CIQUAL;Biscuit apéritif soufflé, à base de maïs, sans cacahuète;Biscuit appetizer puffed maize, peanut free;CIQUAL;Biscuits salés apéritifs;Table Ciqual 2012;695;38,5;95,8;371;55,4;0,42;1,2;0,2;0,5;7;11;8,05;8,05;58;3,8;2170;518;56,7;2170;518;0;< 1;1,81;28,1;10,6;7,73;4,3;< 2;33;< 0,5;3,7;3,9;165;0,14;3,4;0,62;0,26;0,15;42;0;0;5,6
VALUES;CIQUAL38106;Biscuit apéritif soufflé, à base de pomme de terre, CIQUAL;Biscuit apéritif soufflé, à base de pomme de terre;Biscuit appetizer blown, based on potato;CIQUAL;Biscuits salés apéritifs;Table Ciqual 2012;1440;44,3;129;790;36,5;0,27;1,37;0,18;0,69;0,95;0;5,6;5,6;57,3;0,05;1890;452;53,8;1890;452;0;5,8;5,6;21;8,79;7,71;1,98;0;0;0;0;0;251;82;2,8;0,53;0,33;0;69;0;0;0
VALUES;CIQUAL38403;Biscuit apéritif, crackers, allégé en matière grasse, CIQUAL;Biscuit apéritif, crackers, allégé en matière grasse;Biscuit appetizer, crackers, reduced fat;CIQUAL;Biscuits salés apéritifs;Table Ciqual 2012;618;29;108;152;72;0,7;2,9;0,2;0,75;0;8;10,2;10,2;68,8;3,47;1750;415;64,2;1750;415;0;6,28;4,05;9,64;2;4,21;1,38;0;0;0;3,2;0;442;0,27;3,5;1,9;564;0;80;0;0;0
VALUES;CIQUAL38401;Biscuit apéritif, crackers, garni ou fourré, au fromage, CIQUAL;Biscuit apéritif, crackers, garni ou fourré, au fromage;Biscuit appetizer, crackers, topped or stuffed, cheese;CIQUAL;Biscuits salés apéritifs;Table Ciqual 2012;752;26,5;0;148;236;0;3,3;0;1,4;0;8;12,5;12,5;44,9;7,21;2270;544;37,6;2270;544;0;2,4;2,92;34,4;18,3;6,63;1,91;40;20;0;1,65;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL38402;Biscuit apéritif, crackers, nature, CIQUAL;Biscuit apéritif, crackers, nature;Biscuit appetizer, crackers, nature;CIQUAL;Biscuits salés apéritifs;Table Ciqual 2012;582;31,9;99,5;183;34;0;4;0;0,8;0;8;8,5;8,5;64,4;6,6;2020;483;54,1;2020;483;0;2,35;1,54;20,7;9,07;7,22;2,27;0;0;0;1,65;0;0,12;0,05;1,35;0;0,12;0;22;0;0;5,9
VALUES;CIQUAL38104;Chips de crevette, CIQUAL;Chips de crevette;Shrimp Chips;CIQUAL;Biscuits salés apéritifs;Table Ciqual 2012;876;15,5;42;41,5;46;< 1;1,4;< 1;< 1;< 3;194;2;2;59;7,4;2210;529;42,5;2210;529;0;2,1;3,5;31,2;11,4;17,1;1,42;< 2;< 50;< 0,2;4,3;0;< 0,05;< 0,05;< 0,05;0,1;< 0,05;0,22;5,1;0;0;13
VALUES;CIQUAL38105;Chips de maïs ou tortilla chips, CIQUAL;Chips de maïs ou tortilla chips;Corn chips or tortilla chips;CIQUAL;Biscuits salés apéritifs;Table Ciqual 2012;970;50;156;263;45,4;322;853;254;1,46;4,62;5;9,9;9,9;55,2;2,01;2070;496;35,2;2070;496;0;3;4;25,5;11,1;9,99;3,25;0;1;0;5,85;0;131;126;1,44;718;147;0,36;35,3;0;0;0
VALUES;CIQUAL9231;Pop-corn ou Maïs éclaté, à l'air, non salé, CIQUAL;Pop-corn ou Maïs éclaté, à l'air, non salé;Popcorn or popcorn, air, unsalted;CIQUAL;Biscuits salés apéritifs;Table Ciqual 2012;6;132;320;315;9;1,11;2,94;262;3,24;0;2,5;12,9;12,9;62;1,16;1530;364;60,8;1530;364;0;11,2;7,8;4,65;625;1,2;2,08;0;53,5;0;0,12;0;152;101;2,25;0,51;204;0;27;0;0;0
VALUES;CIQUAL9230;Pop-corn ou Maïs éclaté, à l'huile, salé, CIQUAL;Pop-corn ou Maïs éclaté, à l'huile, salé;Popcorn or popcorn, oil, salt;CIQUAL;Biscuits salés apéritifs;Table Ciqual 2012;623;79;186;182;7,73;743;2,19;161;2,69;5,77;833;9,6;9,6;58,7;1;1830;437;54,8;1830;437;0;9,28;4,97;16,1;7,27;5,48;2,73;0;70;0;1,65;< 0,5;109;0,0657;1,35;263;0,17;0;37;0;0;3,3
VALUES;CIQUAL24680;Biscuit moelleux fourré à l'orange et enrobé de sucre glace, CIQUAL;Biscuit moelleux fourré à l'orange et enrobé de sucre glace;Soft sponge filled with orange and coated with icing sugar;CIQUAL;Biscuits secs sucrés;Table Ciqual 2012;5,9;10,1;55;81;139;0,25;0,7;0,11;0,4;< 5;11;4,28;4,28;79,3;53,7;1500;354;25,6;1500;354;0;1;13,2;1,96;704;1;339;< 2;< 30;< 0,5;0,7;< 1;96;51;0,59;0,28;0,52;< 0,08;26;0;0;18,4
VALUES;CIQUAL24678;Biscuit sec (génoise) nappage aux fruits, type barquette, CIQUAL;Biscuit sec (génoise) nappage aux fruits, type barquette;Biscuit (sponge) fruit topping, type tray;CIQUAL;Biscuits secs sucrés;Table Ciqual 2012;140;30;65,8;252;82,5;447;1,37;145;529;8;5;5,22;5,22;74,1;48,8;1580;374;19,3;1580;374;0;< 2,2;11,8;6,09;2,01;2,23;1,61;14;37;< 0,61;0,9;< 1,21;44;77;0,26;0,5;77;0,22;26;0;0;64,3
VALUES;CIQUAL24002;Biscuit sec à teneur garantie en vitamines, CIQUAL;Biscuit sec à teneur garantie en vitamines;Biscuit guaranteed content of vitamins;CIQUAL;Biscuits secs sucrés;Table Ciqual 2012;62,3;54;149;275;37,5;1,59;2;0,28;1,5;6;13;9,6;9,6;72,4;23,3;1920;457;49;1920;457;0;< 1;1,8;14,2;6,22;4,08;3,34;< 2;< 30;0,55;6,3;3;2,6;1,8;20,1;0,82;3,35;< 0,08;212;0;0;15,5
VALUES;CIQUAL24003;Biscuit sec à teneur garantie en vitamines et minéraux, CIQUAL;Biscuit sec à teneur garantie en vitamines et minéraux;Biscuit with a guaranteed content of vitamins and minerals;CIQUAL;Biscuits secs sucrés;Table Ciqual 2012;176;195;213;256;579;5,69;6,4;0,35;1,9;8;11;10,7;10,7;62;22,1;2000;476;39;2000;476;0;3,5;1,28;19,8;8,64;6,91;3,4;678;< 30;< 0,5;31,2;< 1;1,7;1,95;2,1;0,61;3,7;< 0,08;157;0;0;1,7
VALUES;CIQUAL24049;Biscuit sec au beurre, sablé, galette ou palet, CIQUAL;Biscuit sec au beurre, sablé, galette ou palet;Biscuit with butter, shortbread, cake or puck;CIQUAL;Biscuits secs sucrés;Table Ciqual 2012;313;16,2;96,5;125;26,2;428;1,97;144;0,8;0;18;7,55;7,55;64,8;24,5;2040;486;36,8;2040;486;0;< 3,5;2,75;21,5;12,2;5,44;1,49;17;13;0,1;1,3;0;245;184;2,12;302;0,0655;0,09;11;0;0;20
VALUES;CIQUAL24004;Biscuit sec aux fruits, hyposodé, CIQUAL;Biscuit sec aux fruits, hyposodé;Biscuit with fruit, low sodium;CIQUAL;Biscuits secs sucrés;Table Ciqual 2012;15;40;160;325;45;0,3;1,95;0,1;0,35;2,5;12;10,8;10,8;61,4;20,2;1860;443;38;1860;443;0;6;5;15,8;6,87;5,66;2,19;1;7;0,25;2,5;0;1,63;1,95;19,5;0;2,4;0,04;435;0;0;0
VALUES;CIQUAL24430;Biscuit sec aux oeufs à la cuillère (cuiller) ou Boudoir, CIQUAL;Biscuit sec aux oeufs à la cuillère (cuiller) ou Boudoir;Biscuit egg spoon (spoon) or Boudoir;CIQUAL;Biscuits secs sucrés;Table Ciqual 2012;110;12,8;107;120;26,8;< 1;2,46;< 1;0,75;< 3;< 10;8,16;8,16;80,3;55;1640;388;25,3;1640;388;0;0,44;6,94;3,71;723;1,23;766;7,8;< 50;< 0,2;0,66;0;< 0,05;0,11;< 0,05;0,6;< 0,05;0,36;9,6;0;0;109
VALUES;CIQUAL24038;Biscuit sec avec nappage chocolat, CIQUAL;Biscuit sec avec nappage chocolat;Biscuit with chocolate topping;CIQUAL;Biscuits secs sucrés;Table Ciqual 2012;227;51;120;274;444;0,6;4;0,39;0,9;< 5;11;6,56;6,56;64,1;35,9;2110;503;14,7;2110;503;0;1,71;2,36;24,1;12,5;7,4;1,72;7;< 30;< 0,5;2;< 1;99;122;0,63;0,55;< 0,05;0,08;28;0;0;3,6
VALUES;CIQUAL24016;Biscuit sec avec tablette de chocolat, CIQUAL;Biscuit sec avec tablette de chocolat;Biscuit with chocolate;CIQUAL;Biscuits secs sucrés;Table Ciqual 2012;219;37,5;185;218;76,2;0,35;5,3;0,25;0,8;< 5;24;6,74;6,74;64,4;34,9;2070;493;26,9;2070;493;0;< 3,4;2,34;22,8;14,7;6,17;1,1;75;49;0;0,89;1,1;0,17;275;0,68;0,51;0,2;0,2;36;0;0;26,4
VALUES;CIQUAL24036;Biscuit sec chocolaté, préemballé, CIQUAL;Biscuit sec chocolaté, préemballé;Biscuit chocolate, packaged;CIQUAL;Biscuits secs sucrés;Table Ciqual 2012;247;40,2;199;226;59,4;656;3,21;287;1,1;< 2,2;6;6,7;6,7;60;30,8;2050;490;29,2;2050;490;0;3,15;4,79;24,1;12,6;6,15;1,33;traces;7;0;1,1;0;0,08;0,11;1,3;0,53;0,08;0;32;0;0;0
VALUES;CIQUAL24031;Biscuit sec croquant (ex : tuile) sans chocolat, allégé en matière grasse, CIQUAL;Biscuit sec croquant (ex : tuile) sans chocolat, allégé en matière grasse;Crunchy biscuit (eg tile) without chocolate, reduced fat;CIQUAL;Biscuits secs sucrés;Table Ciqual 2012;296;25,5;239;211;199;< 1;< 1;< 1;< 1;< 3;< 10;5,6;5,6;77,5;35,7;1790;424;30,6;1790;424;0;4,8;1,5;9,1;2,82;4,01;1,75;< 2;< 50;< 0,2;2,54;0;295;0,11;< 0,05;0,67;< 0,05;0,97;11,7;0;0;40
VALUES;CIQUAL24007;Biscuit sec croquant au chocolat, allégé en matière grasse, CIQUAL;Biscuit sec croquant au chocolat, allégé en matière grasse;Crunchy chocolate biscuit, reduced fat;CIQUAL;Biscuits secs sucrés;Table Ciqual 2012;513;72,1;297;240;85,3;< 1;2,14;< 1;< 1;< 3;< 10;7,8;7,8;69,4;23,1;1820;432;38,2;1820;432;0;6,25;2,35;12,3;4,88;4,4;1,83;< 2;< 50;< 0,2;4,2;0;445;0,08;< 0,05;0,33;755;0,91;97,5;0;0;4,1
VALUES;CIQUAL24659;Biscuit sec feuilleté, type palmier ou autres, CIQUAL;Biscuit sec feuilleté, type palmier ou autres;Biscuit pastry, palm or other types;CIQUAL;Biscuits secs sucrés;Table Ciqual 2012;371;12,9;57,6;93,8;14,4;0,3;1,92;< 0,1;425;< 5;3;6,15;6,15;60,9;17,8;2160;515;43;2160;515;0;2,5;2,31;26,9;13,1;9,26;2,74;26,5;35;0,92;2,07;0;147;52;0,75;0,29;237;< 0,08;34,7;0;0;11,7
VALUES;CIQUAL24037;Biscuit sec fourré à la pâte ou purée de fruits, CIQUAL;Biscuit sec fourré à la pâte ou purée de fruits;Filled biscuit to the pulp or fruit puree;CIQUAL;Biscuits secs sucrés;Table Ciqual 2012;140;152;37;182;46;0,3;1,15;0,1;0,35;< 5;12;4,1;4,1;69,1;44,2;1670;396;24,9;1670;396;0;3,1;12,1;10,8;4,69;3,86;1,49;< 2;7;0,25;2,5;< 0,5;91;55;0,63;0,28;0,31;< 0,08;21;0;0;3,8
VALUES;CIQUAL24008;Biscuit sec fourré aux fruits, allégé en matière grasse, CIQUAL;Biscuit sec fourré aux fruits, allégé en matière grasse;Biscuit filled with fruit, reduced fat;CIQUAL;Biscuits secs sucrés;Table Ciqual 2012;230;15,6;94;152;59;< 1;< 1;< 1;< 1;< 3;< 10;4,7;4,7;75,3;0;1650;391;36,1;1650;391;0;3;8,8;7,2;2,71;2,83;1,37;< 2;< 50;< 0,2;2,36;0;0,2;0,05;< 0,05;0,45;< 0,05;0,35;49,6;0;0;13
VALUES;CIQUAL24615;Biscuit sec ou tuile, aux amandes, CIQUAL;Biscuit sec ou tuile, aux amandes;Tile or biscuit, almond;CIQUAL;Biscuits secs sucrés;Table Ciqual 2012;312;36,7;195;226;50;762;1,15;0,22;0,75;2,02;10,4;7,8;7,8;69,5;30,8;1890;449;28,6;1890;449;0;3,2;3,9;14,8;4,17;7,22;2,78;0;0;0,18;3,36;0,02;71;89;1,07;0,36;0,07;45;17,4;0;0;94
VALUES;CIQUAL24015;Biscuit sec petit beurre, CIQUAL;Biscuit sec petit beurre;Petit beurre biscuit;CIQUAL;Biscuits secs sucrés;Table Ciqual 2012;371;19,7;179;185;46,7;0,28;1,76;0,17;945;3,01;6,32;8,2;8,2;72,5;21,6;1850;440;47,4;1850;440;0;< 2,8;2,42;12,7;7,86;2,99;768;67;0;55;1,06;0,0233;0,14;103;1,31;419;0,0853;0,36;14;0;0;123
VALUES;CIQUAL24034;Biscuit sec pour petit déjeuner, CIQUAL;Biscuit sec pour petit déjeuner;Biscuit for breakfast;CIQUAL;Biscuits secs sucrés;Table Ciqual 2012;288;97;237;258;165;< 1;3,96;< 1;< 1,3;< 9,3;< 10;5,25;5,25;67;25,9;1930;461;41,1;1930;461;0;5,28;2,78;17,9;7,37;6,28;2,38;< 2;< 50;< 0,2;3,39;0;353;85;1,5;505;343;1;41,6;0;0;4,95
VALUES;CIQUAL24010;Biscuit sec, avec matière grasse végétale, CIQUAL;Biscuit sec, avec matière grasse végétale;Biscuit with vegetable fat;CIQUAL;Biscuits secs sucrés;Table Ciqual 2012;272;37,1;142;119;54,2;0,9;2,16;155;1,01;0;6;8,2;8,2;70;22,6;1900;451;47,4;1900;451;0;4;2,28;14,5;5,4;4,96;2,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21,4
VALUES;CIQUAL24000;Biscuit sec, tout type, CIQUAL;Biscuit sec, tout type;Biscuit, all kinds;CIQUAL;Biscuits secs sucrés;Table Ciqual 2012;255;14;190;157;10;0,9;0,4;0,1;0,6;24;4,15;6,5;6,5;66,2;23,6;1990;475;24;1990;475;0;3;3,52;19,8;6,34;6,8;2,77;0;0;0,4;1,4;0;0,05;0,05;0,65;0,3;0,04;0,1;14;0;0;154
VALUES;CIQUAL24684;Cookie aux pépites de chocolat, CIQUAL;Cookie aux pépites de chocolat;Chocolate Chip Cookie;CIQUAL;Biscuits secs sucrés;Table Ciqual 2012;401;61,4;168;172;35,6;718;2,44;0,42;1,06;< 5;11;6,52;6,52;61,3;31,3;2110;504;27,7;2110;504;0;1,98;3,36;25,4;12,3;9,47;2,28;30;11;< 0,5;4,05;< 1;259;0,24;1,05;0,43;0,09;< 0,19;38;0;0;17,3
VALUES;CIQUAL24310;Gaufrette fourrée, autre fourrage qu'aux fruits (chocolat, vanille, noisette, etc.), CIQUAL;Gaufrette fourrée, autre fourrage qu'aux fruits (chocolat, vanille, noisette, etc.);Filled wafer, other than fruit filling (chocolate, vanilla, hazelnut, etc.).;CIQUAL;Biscuits secs sucrés;Table Ciqual 2012;93;47,3;122;263;20,1;< 1;6,8;< 1;< 1;< 3;< 10;6,02;6,02;60,1;30,7;2190;524;16,9;2190;524;0;< 5,9;1,85;28,2;20,5;4,49;1,03;< 2;< 50;< 0,2;1,55;1;< 0,05;0,22;< 0,2;0,51;0,06;0,54;11,8;0;0;10,1
VALUES;CIQUAL24320;Gaufrette fourrée, aux fruits, CIQUAL;Gaufrette fourrée, aux fruits;Filled wafer, fruit;CIQUAL;Biscuits secs sucrés;Table Ciqual 2012;106;28,8;66;121;24,5;< 1;< 1;< 1;< 1;9,1;< 10;5,2;5,2;84;46,5;1560;366;37,5;1560;366;0;0,31;8,94;994;212;179;192;< 2;< 50;< 0,2;0,22;0,3;< 0,05;0,08;0,31;0,48;< 0,05;0,3;11,3;0;0;11
VALUES;CIQUAL24686;Génoise sèche fourrée aux fruits et nappée de chocolat, CIQUAL;Génoise sèche fourrée aux fruits et nappée de chocolat;Dry sponge filled with fruit and topped with chocolate;CIQUAL;Biscuits secs sucrés;Table Ciqual 2012;97,4;37;96,3;159;220;0,36;1,9;0,28;0,9;< 5;12;3,97;3,97;69,1;51,2;1670;396;17,9;1670;396;0;< 1;13,8;11,4;6,54;3,69;725;7;< 30;< 0,5;0,75;< 1;42;91;0,28;0,3;0,17;0,13;27;0;0;34,8
VALUES;CIQUAL24231;"Goûter sec fourré (""sandwiché"") parfum chocolat, CIQUAL";"Goûter sec fourré (""sandwiché"") parfum chocolat";"Taste dry thicket (""sandwiched"") chocolate flavor";CIQUAL;Biscuits secs sucrés;Table Ciqual 2012;220;45;117;190;147;589;3,3;361;0,91;< 2,2;24;6,17;6,17;68,9;32,5;1980;471;36,5;1980;471;0;< 5,5;2,49;18,4;10,4;5,76;1,53;< 2;< 30;< 0,5;3;< 1;105;73;0,69;0,29;125;< 0,08;28;0;0;2,2
VALUES;CIQUAL24240;"Goûter sec fourré (""sandwiché"") parfum fruits, CIQUAL";"Goûter sec fourré (""sandwiché"") parfum fruits";"Taste dry thicket (""sandwiched"") fruit fragrance";CIQUAL;Biscuits secs sucrés;Table Ciqual 2012;178;0;0;80;0;0;0;0;0;0;0;5,31;5,31;73,2;31,1;1740;412;42,1;1740;412;0;4,2;6,41;9,98;2,95;2,21;0,66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;< 0,5
VALUES;CIQUAL24225;"Goûter sec fourré (""sandwiché"") parfum lait ou vanille, CIQUAL";"Goûter sec fourré (""sandwiché"") parfum lait ou vanille";"Taste dry thicket (""sandwiched"") milk or vanilla fragrance";CIQUAL;Biscuits secs sucrés;Table Ciqual 2012;202;12,9;77;96,5;20,6;< 1;< 1;< 1;< 1;< 3;< 10;5,4;5,4;69,9;37,2;2010;480;26,8;2010;480;0;2,1;2,2;19,4;9,85;6,25;1,75;< 2;< 50;< 0,2;0,81;0;< 0,05;0,06;< 0,05;0,3;< 0,05;0,31;7,4;0;0;63
VALUES;CIQUAL24441;Langue de chat, CIQUAL;Langue de chat;Cat's tongue;CIQUAL;Biscuits secs sucrés;Table Ciqual 2012;207;15,4;84;135;21,8;0,4;0,6;0,12;0,3;2;2;5,19;5,19;76,4;0;1830;435;36,9;1830;435;0;3;3,15;11,4;4,86;3,74;1,08;< 2;< 8;< 0,5;1,1;< 0,5;107;92;0,99;0,31;138;< 0,08;41;0;0;67
VALUES;CIQUAL24520;Meringue, CIQUAL;Meringue;Meringue;CIQUAL;Biscuits secs sucrés;Table Ciqual 2012;93,1;4,14;23,8;89,6;4,3;traces;0,35;0,03;0,06;3;2;5,5;5,44;91,8;91,8;1700;401;0;1700;401;0;0;1,12;1,3;0,0864;449;135;0;0;0;0;0;0;0,24;0,1;0,16;0,01;0,1;6;0;0;0
VALUES;CIQUAL24660;Palmier, artisanal, CIQUAL;Palmier, artisanal;Palm crafts;CIQUAL;Biscuits secs sucrés;Table Ciqual 2012;504;11,2;54;88,2;15,3;< 1;2,14;< 1;0,5;10,7;< 10;5,84;5,84;50,3;23,1;2180;522;24,7;2180;522;0;5,3;5,41;31,9;18,7;8,4;2,06;47;< 50;< 0,2;2,36;0;< 0,05;< 0,05;0,2;0,32;0,08;0,43;11,5;0;0;28
VALUES;CIQUAL24071;Sablé pâtissier, CIQUAL;Sablé pâtissier;Frosted pastry;CIQUAL;Biscuits secs sucrés;Table Ciqual 2012;163;21,8;131;123;319;< 1;< 1;< 1;< 1;6,3;< 10;8,4;8,4;59,4;0;2030;484;29,3;2030;484;0;3,3;5;22,9;9,9;4,68;1,08;173;< 50;< 0,2;1,03;0;< 0,05;0,09;0,3;0,58;0,09;0,79;14,5;0;0;98
VALUES;CIQUAL7412;Tartine craquante, extrudée et grillée, fourrée au chocolat, CIQUAL;Tartine craquante, extrudée et grillée, fourrée au chocolat;Crisp bread, extruded and roasted, filled with chocolate;CIQUAL;Biscuits secs sucrés;Table Ciqual 2012;126;56,2;190;411;173;< 1;3,7;0;1,2;< 5;< 10;8,1;8,1;66,2;0;1800;428;28,5;1800;428;0;5,1;5,5;13,4;4,54;3,78;4,54;0;< 50;0;2,8;0;0,23;0,14;1,3;0,54;< 0,05;0;18;0;0;0
VALUES;CIQUAL7411;Tartine craquante, extrudée et grillée, fourrée au chocolat ou aux fruits, CIQUAL;Tartine craquante, extrudée et grillée, fourrée au chocolat ou aux fruits;Crisp bread, extruded and roasted, filled with chocolate or fruit;CIQUAL;Biscuits secs sucrés;Table Ciqual 2012;108;0;0;0;0;0;0;0;0,91;3,44;0;5,73;6,28;70,5;33;1680;398;35;1670;396;0;5,64;7,6;8,87;2,03;4,63;1,85;0;0;0;3,62;0;333;0;0;0;0;0;40;0;0;0
VALUES;CIQUAL7413;Tartine craquante, extrudée et grillée, fourrée aux fruits, CIQUAL;Tartine craquante, extrudée et grillée, fourrée aux fruits;Crisp bread, extruded and grilled stuffed with fruit;CIQUAL;Biscuits secs sucrés;Table Ciqual 2012;127;24,5;129;160;145;< 1;< 1;0;< 1;< 5;< 10;4,8;5,26;76;0;1610;382;30,3;1610;380;0;3,7;8,9;5,5;2,42;2,06;805;0;< 50;0;3,47;< 1;0,34;0,07;2,2;0,5;< 0,05;0;20;0;0;0
VALUES;CIQUAL18047;Boisson à l'eau minérale (ou de source) sucrée et aromatisée, arôme agrumes, CIQUAL;Boisson à l'eau minérale (ou de source) sucrée et aromatisée, arôme agrumes;Drink mineral water (or source) sweetened and flavored, citrus aroma;CIQUAL;Boissons rafraîchissantes sans alcool;Table Ciqual 2012;1,2;2,3;1;0,33;11,7;traces;traces;5;traces;0,5;0;0;0;1,11;1,11;18,9;4,44;0;18,9;4,44;0;0;98,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL18027;Boisson à l'eau minérale (ou de source) sucrée et aromatisée, arôme autre qu'agrumes, CIQUAL;Boisson à l'eau minérale (ou de source) sucrée et aromatisée, arôme autre qu'agrumes;Drink mineral water (or source) sweetened and flavored, flavor other than citrus;CIQUAL;Boissons rafraîchissantes sans alcool;Table Ciqual 2012;1,2;2,3;1;0,33;11,7;traces;traces;5;traces;0,5;1;0;0;4,58;4,58;77,9;18,3;0;77,9;18,3;0;0;95,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL18343;Boisson au jus de fruit et au lait, CIQUAL;Boisson au jus de fruit et au lait;Drink juice and milk;CIQUAL;Boissons rafraîchissantes sans alcool;Table Ciqual 2012;11,4;8,1;19;68,4;57,4;0,1;0,2;< 0,1;0,1;0;1;635;635;11,7;10,8;212;49,8;0;212;49,8;0;0;87,2;< 0,1;0,0239;0,0105;0,0097;< 2;920;< 0,5;225;2,9;< 0,01;35;105;85;< 0,04;< 0,08;9,2;0;0;< 0,5
VALUES;CIQUAL18900;Boisson au soja ou Tonyu, nature, CIQUAL;Boisson au soja ou Tonyu, nature;Soymilk or tonyu nature;CIQUAL;Boissons rafraîchissantes sans alcool;Table Ciqual 2012;22,3;16,4;52;126;15,7;149;414;108;231;< 10;0,7;2,9;3,18;3,31;2,81;186;44,3;0;181;43,2;0;traces;91,3;2,04;275;351;1,11;83;1,33;0,18;0,11;0;0,08;0,32;0,4;238;0,08;0,6;19;0;0;0
VALUES;CIQUAL18065;"Boisson au thé, aromatisée, ""light"", CIQUAL";"Boisson au thé, aromatisée, ""light""";"Tea drink, flavored ""light""";CIQUAL;Boissons rafraîchissantes sans alcool;Table Ciqual 2012;17;2,3;0;0;0;0;0;0;0;0;0;0;0;481;0;8,18;1,92;0;8,18;1,92;0;0;99,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL18075;Boisson au thé, aromatisée, sucrée, CIQUAL;Boisson au thé, aromatisée, sucrée;Tea drink, flavored, sweetened;CIQUAL;Boissons rafraîchissantes sans alcool;Table Ciqual 2012;15,7;1,2;0;12,9;< 2,72;0,0722;0,00985;< 0,00427;< 0,0246;< 10;133;0;0;6,84;6,84;116;27,4;0;116;27,4;0;0;93,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL18002;Boisson cacaotée sucrée, au lait, CIQUAL;Boisson cacaotée sucrée, au lait;Sweet chocolate drink, milk;CIQUAL;Boissons rafraîchissantes sans alcool;Table Ciqual 2012;44;23;105;197;114;13;0,42;103;0,63;0,4;22;3,52;3,52;10;9,66;324;77,1;0;324;77,1;0;1;82,5;2,34;1,43;677;84;51;4;1,1;0;0,2;39;182;133;328;0,04;0,49;5;0;0;8
VALUES;CIQUAL18351;Boisson énergisante, CIQUAL;Boisson énergisante;Energy Drink;CIQUAL;Boissons rafraîchissantes sans alcool;Table Ciqual 2012;17;0;0;0;0;0;0;0;0;0;0;0;0;11,6;11,6;202;47,6;0;202;47,6;0;0;88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;385;0
