COLUMNS;cm:name;id;bcpg:supplier;bcpg:productState;Water;Total nitrogen;Protein;Total lipid (fat);Carbohydrate, by difference;Energy kcal;Energy kJ;Starch;Oligosaccharide;Sugars, total;Glucose;Galactose;Fructose;Sucrose;Maltose;Lactose;Alcohol (ethanol);NSP Fiber;Fiber, total dietary;Fatty acids, total saturated;Total omega 6 fatty acids;Total omega 3 fatty acids;Fatty acids, total monounsaturated;Fatty acids, total polyunsaturated;Total trans fatty acids;Cholesterol;Sodium, Na;Potassium, K;Calcium, Ca;Magnesium, Mg;Phosphorus, P;Iron, Fe;Copper;Zinc, Zn;Chloride;Manganese;Selenium;Iodine;Retinol;Beta-carotene;Vitamin A retinol equivalents;Vitamin D;Vitamin E;Vitamin K (phylloquinone);Thiamin;Riboflavin;Niacin;Tryptophan/60;Niacine (derived equivalents);Vitamin B-6;Vitamin B-12;Food Folate;Panto acid;Vitamin B7 (Biotin);Vitamin C, total ascorbic acid
VALUES;Tranches de bacon, dos, croustillantes grillées;19-501;CoFID Table;ToValidate;37.8;5.76;36;18.8;0;313;1308;0;;0;0;0;0;0;0;0;0;0;0;7.1;0;0;7.9;2.4;0.1;68;2000;510;10;32;300;1.1;0.1;3.1;2600;0.01;18;11;;;;1;0.1;;1.38;0.24;10.8;6.6;17.4;0.71;1;4;1.34;5;
VALUES; Tranches de bacon, dos, cuites au micro-ondes;19-502;CoFID Table;ToValidate;45.5;3.87;24.2;23.3;0;307;1274;0;;0;0;0;0;0;0;0;0;0;0;8.8;0;0;9.8;3;0.1;84;1730;360;8;23;200;0.7;0.06;2;1750;0.01;12;7;;;;0.6;0.07;;1.1;0.16;7.9;4.4;12.3;0.55;1;2;1.26;5;
VALUES; Tranches de bacon, dos, crues;19-497;CoFID Table;ToValidate;63.9;2.64;16.5;16.5;0;215;891;0;;0;0;0;0;0;0;0;0;0;0;6.2;2000;240;6.9;2.2;0.1;53;1140;300;5;17;150;0.4;0.06;1.2;1740;0.01;8;5;;;;0.3;0.02;;0.63;0.11;5.6;2.6;8.2;0.46;;3;1;2;1
VALUES; Tranches de bacon, dos, réduction de sel, grillées;19-009;CoFID Table;ToValidate;51.6;3.86;24.1;20.6;0;282;1172;0;;0;0;0;0;0;0;0;0;0;0;7.8;0;0;8.7;2.7;0.1;74;1130;340;7;22;200;0.7;0.09;2.1;1500;0.01;12;7;;;;0.6;0.07;;0.92;0.16;7.2;4.4;11.6;0.47;1;2;1.25;5;
VALUES; Tranches de bacon, dos, fumées, grillées;19-659;CoFID Table;ToValidate;50.5;3.74;23.4;22.1;0;293;1216;0;;0;0;0;0;0;0;0;0;0;0;8.3;0;0;9.3;2.9;0.1;80;1390;330;7;21;190;0.7;0.06;2.2;2060;0.01;12;7;;;;0.6;0.07;;0.9;0.16;7;4.3;11.3;0.46;1;2;1.22;5;
VALUES; Tranches de bacon, dos, sweetcure, grillées;19-647;CoFID Table;ToValidate;52.8;3.81;23.8;17.4;1.6;258;1074;0;;1.6;0;0;0;0;0;0;0;0;0;6.6;0;0;7.3;2.2;0.1;63;1390;340;7;21;200;0.8;0.09;2.4;2060;0.01;12;7;;;;0.6;0.07;;0.91;0.16;7.1;4.4;11.5;0.47;1;3;1.24;5;
VALUES; Tranches de bacon, dos, « tendresweet », grillées;19-660;CoFID Table;ToValidate;55.4;4.22;26.4;11.9;;213;889;0;;;;;;;;;0;0;0;4.5;0;0;5;1.5;;43;1390;370;8;24;220;0.8;0.09;2.4;2060;0.01;12;7;;;;0.6;0.08;;1.01;0.18;7.9;4.8;12.7;0.51;1;3;1.37;5;
VALUES; Tranches de bacon, moyennes, frites dans l'huile de maïs;19-648;CoFID Table;ToValidate;43.6;3.74;23.4;28.5;0;350;1452;0;;0;0;0;0;0;0;0;0;0;0;9.8;4400;530;11.9;4.8;0.13;84;1390;350;10;20;210;0.7;0.07;2.3;2060;0.01;12;7;;;;0.6;;;0.64;0.14;7.3;4.3;11.6;0.46;1;6;1.22;5;
VALUES; Tranches de bacon, moyennes, grillées;19-503;CoFID Table;ToValidate;47.8;3.97;24.8;23.1;0;307;1276;0;;0;0;;0;0;0;0;0;0;0;8.4;2590;380;10;3;0.14;83;1390;350;8;21;220;0.7;0.07;2.2;2060;0.01;11;8;;;;0.6;0.13;;0.77;0.17;7.5;5.1;12.6;0.42;1;3;1.27;6;
VALUES; Tranches de bacon, moyennes, crues;19-649;CoFID Table;ToValidate;59.9;2.43;15.2;20;0;241;998;0;;0;0;0;0;0;0;0;0;0;0;7.3;2230;260;8.6;2.5;0.14;58;1050;260;6;16;160;0.4;0.08;1.5;1110;0.01;7;6;;;;0.5;0.07;;0.58;0.11;4.9;2.5;7.4;0.41;1;5;0.99;3;
VALUES; Tranches de bacon, entrelacées, frites dans l'huile de maïs;19-504;CoFID Table;ToValidate;45.1;3.81;23.8;26.6;0;335;1389;0;;0;0;0;0;0;0;0;0;0;0;9.1;0;0;11.1;4.5;0.1;78;1680;350;7;21;200;0.7;0.07;2.1;2630;0.01;10;7;;;;0.6;;;0.75;0.14;7.1;4.4;11.5;0.47;1;1;1.24;5;
VALUES; Tranches de bacon, entrelacées, grillées;19-018;CoFID Table;ToValidate;44;3.81;23.8;26.9;0;337;1400;0;;0;0;0;0;0;0;0;0;0;0;9.8;3220;390;11.5;3.7;0.1;90;1680;330;9;20;180;0.8;0.15;2.5;2630;0.01;11;6;;;;0.7;0.07;;0.7;0.17;6.3;4.3;10.6;0.4;1;3;1.22;4;
VALUES; Tranches de bacon, entrelacées, crues;19-016;CoFID Table;ToValidate;57.3;2.53;15.8;23.6;0;276;1142;0;;0;0;0;0;0;0;0;0;0;;8.2;3040;370;10.2;3.5;0.1;65;1260;250;6;15;140;0.5;0.06;1.5;1500;0.01;7;7;;;;0.9;0.07;;0.45;0.14;4.7;2.7;7.4;0.3;1;3;0.92;2;
VALUES; Bacon, gras seulement, moyen, cuit;19-537;CoFID Table;ToValidate;13.8;1.48;9.3;72.8;0;692;2852;0;;0;0;0;0;0;0;0;0;0;0;28.5;0;0;32.9;7.6;;270;740;130;7;10;90;0.8;0.09;0.8;1136;;2;11;;;;;0.36;;;;;1.7;;;;;;;0
VALUES; Bacon, gras seulement, moyen, cru;19-650;CoFID Table;ToValidate;12.8;0.76;4.8;80.9;0;747;3075;0;;0;0;0;0;0;0;0;0;0;0;31.5;0;0;36.1;8.9;;198;420;75;3;4;38;0.7;0.06;0.6;610;;1;11;;;;;0.11;;;;;0.9;;;;;;;0
VALUES; Bagels, nature;11-970;CoFID Table;ToValidate;32.1;1.6;10;1.8;57.8;273;1161;51.3;1.7;4.8;0.8;;1;;3;0;0;2.4;3;;0;0;;;;0;400;;;;;;;;;;;;0;0;0;0;;;;;;;;;0;;;;0
VALUES; Fèves au lard, en conserve dans une sauce barbecue;13-578;CoFID Table;ToValidate;71.8;0.85;5.3;0.4;14;77;329;9.2;;4.8;0.9;0;1.1;2.8;0;0;0;3.8;4.9;;0;0;;;;0;260;;;;;;;;471;;;;0;;;0;;;;;;0.9;;;0;;;;
VALUES; Fèves au lard, en conserve à la sauce tomate;13-532;CoFID Table;ToValidate;72.8;0.81;5;0.5;15;81;343;10.2;;4.8;0.6;0;0.8;3.4;0;0;;3.8;4.9;0.09;130;150;0.06;0.27;;0;261;272;42;30;88;1.42;0.24;0.6;471;0.33;3;;0;23;4;0;0.35;;0.21;0.03;0.7;1;1.7;0.13;0;29;0.11;2.5;
VALUES; Fèves au lard, en conserve dans une sauce tomate, réduite en sucre, réduite en sel;13-535;CoFID Table;ToValidate;72.8;0.81;5;0.5;13.5;75;320;10.2;;3.3;0.6;0;0.8;1.9;0;0;;3.8;4.9;0.09;0;0;0.06;0.27;;0;190;272;42;30;88;1.42;0.24;0.6;340;0.33;3;;0;23;4;0;0.35;;0.21;0.03;0.7;1;1.7;0.13;0;29;0.11;2.5;
VALUES; Fèves au lard, en conserve à la sauce tomate, avec saucisses de porc;13-579;CoFID Table;ToValidate;72.5;0.96;6;4.5;11;98;411;7;;4;0.5;0;0.7;2.8;0;0;0;2.8;3.3;;0;0;;;;;260;250;39;27;93;1.5;0.02;0.6;390;0.3;;;;56;9;;;;0.08;0.07;0.1;1.1;1.2;0.12;;16;;;
VALUES; Graisse de boulangerie et margarine (75-90% de matière grasse), bloc dur;12-500;CoFID Table;ToValidate;22.2;;;76.4;0;688;2827;0;0;0;0;;0;0;0;0;;0;0;26.41;9250;2960;34;12.21;0.07;15;600;;1;;;0.08;;;1220;;;;796;655;905;8.8;12.2;;;;;;;;0;;;;0
VALUES; Levure chimique;17-355;CoFID Table;ToValidate;6.3;0.91;5.2;0;37.8;163;693;37.8;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11800;49;1130;9;8430;;;2.8;29;;;;0;0;0;0;;;;;;1;1;;0;;;;0
VALUES; Pain aux bananes, fait maison;11-1029;CoFID Table;ToValidate;27.4;0.75;4.4;12.4;53.9;331;1396;17.4;;36.3;7.6;;6.4;19.9;2.2;;;1.4;;3.27;0;0;4.42;3.85;0.02;30.8;171;285;85;26;150;1.1;0.19;0.5;185;0.49;;;;81;;;;;0.11;0.07;0.6;0.9;1.5;0.17;0.2;11;0.32;4.1;2
VALUES; Banana split, maison;12-556;CoFID Table;ToValidate;63.7;0.38;2.3;11.8;23.9;205;858;0.9;;18.4;4.3;;2.3;8.7;0.8;2.6;;0.5;0.6;6.91;0;0;3.32;0.71;0.27;24.4;38;224;48;21;56;0.36;0.06;0.3;102;0.18;1;16;106;77;119;0;0.83;;0.14;0.16;0.6;0.5;1.1;0.13;0.4;12;0.39;3.8;4
VALUES; Bananes, chair uniquement;14-318;CoFID Table;ToValidate;75;0.18;1.2;0.1;20.3;81;348;2.2;;18.1;7.9;;7.5;2.7;0;0;0;0.8;1.4;0.04;0;0;;0.04;0;0;;330;6;27;23;0.27;0.1;0.2;109;0.36;;3;0;26;4;0;0.16;0.06;0.15;0.04;0.7;0.2;0.9;0.31;0;14;0.35;2.5;9
VALUES; Bananes, crues, chair uniquement, pesées avec la peau;14-347;CoFID Table;ToValidate;47.3;0.11;0.8;;12.8;51;217;1.4;;11.4;5;0;4.7;1.7;0;0;0;0.5;0.9;0.03;0;0;;0.03;0;0;;208;4;17;14;0.17;0.06;0.1;69;0.23;;2;0;16;3;0;0.1;0.04;0.09;0.03;0.5;0.2;0.7;0.2;0;9;0.22;1.6;5
VALUES; Banniques à base de beremeal, faites maison;11-1030;CoFID Table;ToValidate;25.9;1.58;9.3;1.7;56.8;266;1131;53.7;;3.1;0.1;;0.1;0.7;0.3;2;;8.6;1;0.23;0;0;0.1;0.06;;0.8;111;474;107;59;327;3.65;0.2;2.1;93;1.07;2;;3;1;3;;0.63;;0.19;0.12;3;2.2;5.2;0.27;0;17;0.45;6.5;
VALUES; Banniques à base de farine de blé, faites maison;11-951;CoFID Table;ToValidate;25.7;1.47;8.5;1.3;65.5;292;1246;63.1;;2.4;;;;0.4;0.1;2;;2.7;3.1;0.46;0;0;0.22;0.19;;0.8;152;309;134;23;218;1.52;0.12;0.7;155;0.55;3;;3;1;3;;0.46;;0.18;0.09;1.3;1.9;3.2;0.12;0;8;0.35;2.2;
VALUES; Sauce barbecue;17-705;CoFID Table;ToValidate;61.6;0.16;1;0.1;36.1;140;598;6.2;;29.9;;0;;;0;0;0;0.5;1.2;0;0;0;0;0.1;;0;630;240;17;23;27;0.6;0.11;0.2;970;0.1;;1;0;505;84;0;0.91;;0.03;0.02;0.4;0.1;0.5;0.04;0;5;0.1;1;3
VALUES; Sauce barbecue, maison;17-769;CoFID Table;ToValidate;48.3;0.43;2.7;21;26.1;300;1251;0.1;;21.5;1.8;;2;17.1;0;0.1;;1.1;1.7;12.45;0;0;5.91;0.98;0.68;50.7;392;277;74;32;39;2.28;0.1;0.5;698;0.3;;;228;194;260;0.2;0.77;;0.1;0.17;0.6;0.7;1.3;0.12;0.1;5;0.1;0.7;2
VALUES; Noix de Barcelone, noyau uniquement;14-804;CoFID Table;ToValidate;5.7;2.06;10.9;64;5.2;639;2637;1.8;;3.4;0;;0;3.4;0;0;;;;;0;0;;;;0;3;940;170;200;300;3;0.96;;34;;;;0;0;0;0;;;0.11;;;3.1;;;0;;;;
VALUES; Noix de Barcelone, noyau uniquement, pesées avec leurs coques;14-805;CoFID Table;ToValidate;3.5;1.28;6.8;39.7;3.2;397;1636;1.1;;2.1;0;;0;2.1;0;0;;;;;0;0;;;;0;2;580;110;120;190;1.9;0.59;;21;;;;0;0;0;0;;;0.07;;;1.9;;;0;;;;
VALUES; Eau d'orge, diluée;17-844;CoFID Table;ToValidate;95;0.01;0.1;;4.7;18;77;0.4;;4.3;;0;;;;0;0;;;;0;0;;;0;0;3;5;1;0;1;;;;1;;;;0;126;21;0;;;;;0;;;0;0;1;;;2
VALUES; Eau d'orge, non diluée;17-743;CoFID Table;ToValidate;75.2;0.05;0.3;;23.7;90;384;2.2;;21.5;;0;;;;0;0;;;;0;0;;;0;0;15;27;5;2;4;;;;3;;;;0;630;105;0;;;;;0.1;;0.1;0.01;0;5;;;10
VALUES; Orge perlé, bouilli;11-003;CoFID Table;ToValidate;69.6;0.46;2.7;0.6;27.6;120;510;27.6;;;;;;;;0;;;;;0;0;;;;;1;92;7;22;71;1;0.14;0.7;41;0.44;;;;;0;0;0.1;;0.02;0.01;0.5;0.8;1.3;0.04;0;3;0.1;;0
VALUES; Orge perlé, cru;11-002;CoFID Table;ToValidate;10.6;1.35;7.9;1.7;83.6;360;1535;83.6;;;;;;;;0;;;;;700;70;;;0;;3;270;20;65;210;3;0.4;2.1;110;1.3;1;;;;0;0;0.4;;0.12;0.05;2.5;2.3;4.8;0.22;0;20;0.5;;0
VALUES; Basilic, séché, moulu;13-805;CoFID Table;ToValidate;6.4;2.3;14.4;4;43.2;251;1051;;;;;0;;;0;0;;;;;0;0;;;;0;34;3430;2110;420;490;42;1.37;5.8;;3.2;;;0;5630;940;0;;;0.15;0.32;6.9;3.7;1.6;;0;0;;;0
VALUES; Basilic, frais;13-804;CoFID Table;ToValidate;88;0.5;3.1;0.8;5.1;40;169;;;;;0;;;0;0;0;;;;0;0;;;0;0;9;300;250;11;37;5.5;;0.7;;;;;0;3950;660;0;;;0.08;0.31;1.1;;;;0;;;;26
VALUES; Bar, mer, chair uniquement, cuit au four;16-386;CoFID Table;ToValidate;69;3.71;23.2;6.8;0;154;646;0;;0;0;;0;0;0;0;;0;0;1.47;850;1230;2.29;2.09;0.01;49;80;390;31;35;231;0.27;0.04;0.8;100;0.03;24;10;24;;24;;0.33;;0.19;0.18;2.6;4.9;7.5;0.14;2.9;4;0.63;2.5;
VALUES;Bar, de mer, chair uniquement, cuit au four, pesé avec les os et la peau;16-463;CoFID Table;ToValidate;61.4;3.3;20.6;6.1;0;137;76;0;;0;0;;0;0;0;0;0;0;0;1.31;760;1100;2.04;1.86;0.01;43.6;71;347;28;31;206;0.24;0.04;0.7;89;0.03;21;9;21;;21;;0.29;;0.17;0.16;2.3;4.4;6.7;0.12;2.6;4;0.56;2.2;
VALUES; Bar, mer, chair uniquement, cru;16-385;CoFID Table;ToValidate;69.4;3.2;20;9.8;0;168;703;0;;0;0;;0;0;0;0;0;0;0;2.16;1200;1710;3.42;2.91;0.02;71;72;370;14;30;202;0.27;0.04;0.6;90;0.02;29;8;34;;34;;0.48;;0.39;0.2;3;4.4;7.4;0.37;3;5;0.73;2.5;
VALUES; Bar, mer, chair uniquement, cru, pesé avec os et peau;16-464;CoFID Table;ToValidate;59.7;2.8;17.2;8.4;0;144;603;0;;0;0;;0;0;0;0;0;0;0;1.86;1030;1470;2.94;2.5;0.02;61;62;318;12;26;174;0.23;0.03;0.5;77;0.02;25;7;29;;29;;0.41;;0.34;0.17;2.6;3.8;6.4;0.32;2.6;4;0.63;2.2;
VALUES; Feuille de laurier séchée;13-806;CoFID Table;ToValidate;5.4;1.22;7.6;8.4;48.6;313;1312;;;;;0;;;0;0;;;;2.3;0;0;1.6;2.3;;0;23;530;830;120;110;43;0.42;3.7;;8.2;;;0;3710;620;0;;;0.01;0.42;2;1.9;3.9;;0;0;;;0
VALUES; Pain de haricots, mélange de haricots, maison;15-664;CoFID Table;ToValidate;64.7;1.11;6.6;7.2;15.1;148;621;10.5;;3.6;1.1;;1.2;1.2;0;0;;4.3;;0.59;0;0;3.6;2.38;;0;5;419;42;37;131;1.61;0.2;0.8;;0.45;5;;0;154;26;0;1.98;;0.2;0.08;1.1;1.3;2.4;0.15;0;52;;;4
VALUES; Beanburger, aduki, frit à l'huile de colza, maison;15-665;CoFID Table;ToValidate;54.1;1.31;8.1;7.3;24.1;190;793;21.4;;2.3;0.7;;0.5;1;0.1;0;;4.4;;;0;0;;;0;30.6;208;438;46;54;175;2.1;0.35;1.7;;0.98;;;11;99;28;0.3;;15.47;0.22;0.1;0.8;1.6;2.4;;0.2;;;;4
VALUES; Beanburger, haricot beurre, frit dans l'huile de colza, maison;15-666;CoFID Table;ToValidate;58.9;0.93;5.7;10.6;20.2;194;812;16.2;0.4;3;0.6;;0.5;1.9;;0;;4;;0.85;0;0;5.84;3.24;;0;71;303;32;37;115;1.72;0.15;0.8;;0.76;2;;0;2073;346;0;;11.14;0.67;0.23;1.4;1.9;3.3;0.28;2.2;387;;;1
VALUES; Beanburger, haricot rouge, frit dans l'huile de colza;15-667;CoFID Table;ToValidate;56.9;1.01;6.2;10.7;21.7;202;846;17.7;1.1;2.6;0.6;;0.5;1.5;;0;;4.8;;0.85;0;0;5.89;3.3;;0;71;298;61;39;148;1.98;0.07;0.8;;0.76;4;;0;2076;346;0;2.26;11.14;0.33;0.25;1.6;1.2;2.3;0.14;0.3;57;0.2;;1
VALUES; Beanburger, soja, frit dans l'huile de colza;15-668;CoFID Table;ToValidate;57.5;1.69;10.5;10.7;14.5;193;806;9.9;0.9;3.7;1;;1;1.8;;0;;4.6;;1.18;0;0;4.39;3.87;;29.2;201;450;67;55;209;2.55;0.25;0.9;331;0.88;5;;10;175;40;0.3;2.28;14.74;0.24;0.1;0.8;1.9;2.1;0.19;0.2;39;0.27;17.8;5
VALUES; Haricots, aduki, entiers, séchés, bouillis dans de l'eau non salée;13-042;CoFID Table;ToValidate;59.4;1.48;9.3;0.2;22.5;123;525;20.8;;0.5;;0;;0.3;0.1;0;0;5.5;;;0;0;;;;0;2;570;39;60;180;1.9;0.51;2.3;;0.8;1;;0;6;1;0;;;0.14;0.08;0.9;1.5;2.4;;0;;;;
VALUES; Haricots, aduki, entiers, séchés, crus;13-041;CoFID Table;ToValidate;12.7;3.18;19.9;0.5;50.1;272;1158;44.7;;1;0.1;0;;0.7;0.2;0;0;11.1;;;0;0;;;;0;5;1220;84;130;380;4.2;1.09;5;;1.7;2;;0;12;2;0;;;0.45;0.22;2.6;3.2;5.8;;0;;;;
VALUES; Haricots, balor, extrémités parées, crus;13-049;CoFID Table;ToValidate;88.4;0.44;2.7;0.1;3;23;98;0.6;;2.4;;0;;;0;0;;3.5;;;0;0;;;;0;1;230;58;37;50;1.2;0.1;0.4;28;0.6;;;0;;;0;;;0.12;0.1;0.5;0.4;0.9;;0;;;;
VALUES; Haricots noirs, entiers, séchés, bouillis dans de l'eau non salée;13-063;CoFID Table;ToValidate;66.2;1.41;8.8;0.7;19.9;116;494;18;0.8;1.1;0.1;0;;0.9;;0;0;3.5;;0.2;0;0;0.1;0.3;0;0;5;320;21;45;140;1.9;0.22;1.1;;0.5;3;;0;13;2;0;;;0.19;0.05;0.5;1.9;2.4;0.1;0;210;0.3;7;
VALUES; Haricots, œil noir, entiers, séchés, crus;13-062;CoFID Table;ToValidate;10.7;3.76;23.5;1.6;54.1;311;1324;47.5;;2.9;0.2;0;0.1;2.5;0.1;0;0;8.2;;0.5;0;0;0.1;0.7;0;0;16;1170;81;140;410;7.6;0.75;3.2;;1.3;7;;0;35;6;0;;;0.87;0.19;2.1;5;7.1;0.36;0;630;1.5;18.4;1
VALUES; Haricots, larges, séchés, crus;13-067;CoFID Table;ToValidate;11;4.17;26.1;2.1;32.5;245;1041;24.4;;5.9;0.6;0;1.5;3.8;0;0;;27.6;;0.3;0;0;0.3;1.1;;0;11;1090;100;190;590;5.5;0.82;3.1;81;1.6;;;0;;;0;;;0.5;0.26;2.6;4.2;6.8;0.37;0;;0.97;;
VALUES; Haricots, larges, entiers, bouillis dans de l'eau non salée;13-648;CoFID Table;ToValidate;70.2;1.44;9;1;12.3;91;387;11.2;;1.1;;0;;1.1;0;0;0;5.4;9;0.13;0;0;0.13;0.5;0;0;2;413;35;41;162;1.82;0.42;1.1;24;0.48;;4;0;97;16;0;0.4;;0.15;0.14;1.7;1.2;2.9;0.16;0;66;0.96;1.5;2
VALUES; Haricots, larges, entiers, crus;13-064;CoFID Table;ToValidate;80.3;0.92;5.7;1;7.2;59;247;5.4;;1.3;0.1;0;0.3;0.9;0;0;;6.1;;0.1;0;0;0.1;0.5;;0;1;310;23;24;130;0.9;0.11;0.9;18;0.2;;4;0;170;28;0;0.46;;0.04;0.04;3.2;0.9;4.1;0.06;0;145;4.94;2.7;32
VALUES;Haricots, beurre, en conserve, réchauffés, égouttés;13-559;CoFID Table;ToValidate;74;0.95;5.9;0.5;13;77;327;10.9;;1.1;;0;;1.1;0;0;0;4.6;;0.1;0;0;;0.2;0;0;;290;15;27;68;1.5;0.14;0.6;;0.3;3;;0;;;0;0.33;;0.05;0.03;0.2;0.9;1.1;0.05;0;12;;;
VALUES; Haricots, beurre, séchés, bouillis dans de l'eau non salée;13-663;CoFID Table;ToValidate;64.9;1.3;8.1;1.1;16.8;105;447;15.4;;1.4;;0;;1.4;0;0;0;5.2;11.2;0.18;0;0;;0.55;0;0;;447;31;43;134;1.93;0.25;0.9;11;0.62;3;1;0;;;0;0.4;;0.16;0.05;0.4;1.1;1.5;0.16;0;;0.42;;
VALUES; Haricots, beurre, séchés, crus;13-070;CoFID Table;ToValidate;11.6;3.06;19.1;1.7;52.9;290;1234;46.2;;3.6;;0;;3.6;0;0;;16;;0.4;0;0;0.1;0.8;;0;40;1700;85;190;320;5.9;0.74;2.8;47;1.7;;;0;;;0;1.13;;0.45;0.13;2.5;3.1;5.6;0.51;0;;1.3;;
VALUES; Haricots, cannellini, en conserve, réchauffés, égouttés;13-666;CoFID Table;ToValidate;70;1.21;7.6;1.6;15.9;104;443;15.2;;0.7;;0;;0.7;0;0;0;6.1;6.8;0.27;0;0;0.27;0.8;;0;7;299;93;33;128;1.9;0.32;0.8;;0.49;5;1;0;;;0;0.27;;0.04;0.03;1;1.3;2.3;0.06;0;8;1.3;0.2;
VALUES; Haricots, pois chiches, en conserve, réchauffés, égouttés;13-670;CoFID Table;ToValidate;62.3;1.35;8.4;3;18.3;129;547;17.6;;0.7;;0;;0.7;0;0;0;4.3;7.1;0.29;0;0;0.57;1.43;;0;1;281;48;44;141;1.9;0.26;1.1;13;1.38;30;1;0;23;4;0;1.7;;0.14;0.03;0.7;1.3;2;0.38;0;35;0.37;1.3;
VALUES; Haricots, pois chiches, Kabuli, cassés, séchés, bouillis dans de l'eau non salée;13-077;CoFID Table;ToValidate;67.3;1.23;7.7;2;17.4;114;484;15.9;;1;;0;0.1;0.9;0;0;;;;0.2;0;0;0.4;1;;0;5;270;12;31;80;2.1;0.28;1.2;7;0.7;1;;0;20;3;0;1.07;;0.1;0.07;0.7;1.1;1.8;0.14;0;54;0.29;;
VALUES; Haricots, pois chiches, Kabuli, cassés, séchés, crus;13-076;CoFID Table;ToValidate;12.2;3.63;22.7;5.4;49.6;325;1379;43.8;;2.6;;0;0.2;2.4;0;0;;;;0.5;0;0;1.1;2.7;;0;39;990;50;110;330;5.3;1.03;3.6;60;1.6;2;;0;55;9;0;2.88;;0.39;0.24;1.9;3;4.9;0.53;0;180;1.59;;
VALUES; Haricots, pois chiches, Kabuli, entiers, séchés, bouillis dans de l'eau non salée;13-662;CoFID Table;ToValidate;62.3;1.35;8.4;3;18.3;129;547;17.6;;0.7;;0;;0.7;0;0;0;4.3;10.6;0.29;0;0;0.57;1.43;;0;1;281;48;44;141;1.9;0.26;1.1;13;1.38;30;1;0;23;4;0;1.7;2.24;0.14;0.03;0.7;1.3;2;0.38;0;35;0.37;1.3;
VALUES; Haricots, pois chiches, Kabuli, entiers, séchés, crus;13-074;CoFID Table;ToValidate;10;3.42;21.3;5.4;49.6;320;1355;43.8;;2.6;;0;0.2;2.4;0;0;0;10.7;;0.5;0;0;1.1;2.7;;0;39;1000;160;130;310;5.5;0.95;3;60;2.4;2;;0;60;10;0;2.88;8.92;0.39;0.24;1.9;2.9;4.8;0.53;0;180;1.59;;
VALUES; Haricots, grappes, crus;13-080;CoFID Table;ToValidate;87;0.42;2.6;0.1;3;23;96;0.1;;2.9;;0;;;0;0;;;;;0;0;;;;0;1;310;150;71;45;2.5;0.13;0.9;23;0.9;;;0;;;0;;;0.24;0.13;0.5;0.6;1.1;;0;;;;
VALUES; Haricots, edamame, congelés, bouillis dans de l'eau non salée;13-667;CoFID Table;ToValidate;68.3;2.13;12.2;7.6;6.5;142;593;3.9;;2.6;;0;0.1;1.3;1.2;0;0;;5.9;0.85;2330;420;2.44;2.74;;0;5;497;88;65;204;2.73;0.39;1.2;3;1.17;2;2;0;;;0;2.49;;0.14;0.06;2.1;2.7;4.8;0.31;0;15;2.8;1.7;11
VALUES; Haricots verts bouillis dans de l'eau non salée;13-515;CoFID Table;ToValidate;89.6;0.33;2.1;0.3;4;26;108;0.9;;3;1.3;;1.2;0.5;0;0;0;2.5;4.1;0.06;0;0;;0.18;0;0;;304;61;28;44;1.06;0.07;0.4;54;0.37;1;2;0;143;24;0;0.26;;0.08;0.08;0.7;0.4;1.1;0.02;0;58;0.12;0.7;6
VALUES; Haricots, verts, crus;13-514;CoFID Table;ToValidate;91.3;0.33;2.1;0.4;3.1;24;102;1;;2.2;0.8;;1.4;;0;0;0;2.5;3.4;0.08;0;0;;0.24;0;0;;286;52;25;38;1.04;0.06;0.4;69;0.31;1;2;0;253;42;0;0.44;39;0.12;0.09;0.8;0.4;1.2;0.06;0;58;0.11;1;8
VALUES; Haricots, haricots, en conserve, réchauffés, égouttés;13-665;CoFID Table;ToValidate;69.5;1.14;7.1;1;15.6;96;407;15;;0.6;;0;;0.6;0;0;0;6.1;6.8;0.2;0;0;0.2;0.2;0;0;6;340;111;41;140;2.29;0.33;0.8;1;0.5;3;1;0;;;0;0.07;;0.1;0.04;0.6;1.1;1.7;0.12;0;;0.17;0.9;
VALUES; Haricots, haricots entiers, séchés, bouillis dans de l'eau non salée;13-087;CoFID Table;ToValidate;69.6;1.06;6.6;0.5;17.2;95;406;15.8;;0.8;0.1;0;;0.7;0;0;;6.1;;0.1;0;0;0.1;0.1;;0;15;320;65;45;120;2.5;0.14;1;1;0.7;4;;0;;;0;0.07;;0.1;0.04;0.6;1.1;1.7;0.12;0;;0.17;;
VALUES; Haricots, haricots, entiers, séchés, crus;13-086;CoFID Table;ToValidate;11.3;3.42;21.4;1.6;49.7;286;1218;42.7;;2.8;0.2;0;0.1;2.5;0;0;;17;;0.3;0;0;0.4;0.5;;0;43;1160;180;180;310;6.7;0.61;2.8;2;2;12;;0;;;0;0.21;;0.45;0.13;2.5;3.4;5.9;0.56;0;;0.7;;
VALUES;Haricots mungo, dahl, séchés, bouillis dans de l'eau non salée;13-099;CoFID Table;ToValidate;70.8;1.25;7.8;0.4;15.3;92;392;14.1;;0.5;0.1;0;0.1;0.3;0;0;;;;0.1;0;0;;0.2;;0;2;270;8;26;69;1.2;0.18;0.7;4;0.2;5;;0;12;2;0;;;0.09;0.07;0.5;1.3;1.8;0.07;0;35;0.41;;
